id,visit_id,visit_date,engineer_skill_level,engineer_note,outcome,task_id,tavg
88,0,2020-01-08 00:00:00,5,73 95 38 79 48 98 203 69 143 30 142 195 151 0 75 202,SUCCESS,TASK1803,11.4
89,0,2020-01-08 00:00:00,5,121 111 53 157 191 123 114 110 78,SUCCESS,TASK1976,11.4
90,0,2020-01-08 00:00:00,1,134 199 110 19,FAIL,TASK2294,11.4
91,0,2020-01-08 00:00:00,1,71 181 35 63,FAIL,TASK2713,11.4
92,1,2020-01-08 00:00:00,5,146 2 32 175,FAIL,TASK2871,11.4
93,0,2020-01-08 00:00:00,3,29 189 151 107 35 47 193 186 105 109 157,FAIL,TASK2930,11.4
94,2,2020-01-08 00:00:00,1,98 177 41,FAIL,TASK3277,11.4
95,0,2020-01-08 00:00:00,3,105 188 130 113 89 44 95 160 116 71,FAIL,TASK353,11.4
96,0,2020-01-08 00:00:00,1,76 127 8 144 14 202,FAIL,TASK3791,11.4
97,0,2020-01-08 00:00:00,5,101 10 28 97 76 116 144 59 83 202 104 140 6,FAIL,TASK4080,11.4
98,0,2020-01-08 00:00:00,4,191 76 112 57 83 113 68,FAIL,TASK412,11.4
99,0,2020-01-08 00:00:00,3,52 117 11 72 66 17 165 85 189 65 203 78 22 35 27,FAIL,TASK4456,11.4
100,0,2020-01-08 00:00:00,4,136 90 71 9 40 14 130 5 203,SUCCESS,TASK5363,11.4
101,0,2020-01-08 00:00:00,4,169 29 71 130,FAIL,TASK5380,11.4
102,0,2020-01-08 00:00:00,1,76 156 142 17 59 124 155 84 171 135 108 186 193 12 105,FAIL,TASK5713,11.4
103,1,2020-01-08 00:00:00,3,162 97 85 8 12 183 24 155 88,SUCCESS,TASK5740,11.4
104,1,2020-01-08 00:00:00,1,20 186 23 164 126 200,FAIL,TASK6014,11.4
105,0,2020-01-08 00:00:00,3,40 140 21 35 110 72 14 105 47,FAIL,TASK6265,11.4
106,0,2020-01-08 00:00:00,3,147 46 42 108 85 26 172 161 176 193,FAIL,TASK629,11.4
107,0,2020-01-08 00:00:00,1,20 23 32,FAIL,TASK6307,11.4
108,0,2020-01-08 00:00:00,1,181 92 132 167,SUCCESS,TASK6358,11.4
109,0,2020-01-08 00:00:00,5,117 124 135,SUCCESS,TASK7182,11.4
110,0,2020-01-08 00:00:00,2,167 57 127 60 115 163 38 177 89 119 158 58 166 201,SUCCESS,TASK7293,11.4
111,0,2020-01-08 00:00:00,5,186 64 155 130 1 45 70 2 88 128 46,SUCCESS,TASK7507,11.4
112,0,2020-01-08 00:00:00,2,148 16 21 178 22 188 19 155 152 60 55 84 176 79,SUCCESS,TASK7649,11.4
113,0,2020-01-08 00:00:00,4,79 93 113 4 71 69 29 166 50 80 128 37 145 151 15,SUCCESS,TASK7744,11.4
114,0,2020-01-08 00:00:00,3,92 43 163 59 201 120 53,SUCCESS,TASK8435,11.4
115,1,2020-01-08 00:00:00,1,75 44 98,SUCCESS,TASK8878,11.4
116,0,2020-01-08 00:00:00,5,3 102 27,SUCCESS,TASK9038,11.4
117,0,2020-01-08 00:00:00,5,35 56 195 155 53 197 4,SUCCESS,TASK9070,11.4
118,0,2020-01-08 00:00:00,4,179 7 12 196,SUCCESS,TASK9104,11.4
119,0,2020-01-08 00:00:00,4,175 118 31 10,FAIL,TASK9292,11.4
120,0,2020-01-08 00:00:00,1,143 169 4 65 51 117 104,FAIL,TASK9560,11.4
121,0,2020-01-08 00:00:00,1,40 46 162 65 137 16 123,FAIL,TASK9652,11.4
122,0,2020-01-08 00:00:00,5,131 161 113 186,FAIL,TASK9897,11.4
123,0,2020-01-09 00:00:00,2,87 104 100 189 16 76 135 47 169 102 10 111 154 17,SUCCESS,TASK1317,11.1
124,0,2020-01-09 00:00:00,2,186 84 34 179 44 114 11 122 27 143 104 75 136 200 87 202,FAIL,TASK1449,11.1
125,0,2020-01-09 00:00:00,1,138 101 61 196 55,FAIL,TASK1558,11.1
126,0,2020-01-09 00:00:00,5,170 131 125 20 200,SUCCESS,TASK1559,11.1
127,0,2020-01-09 00:00:00,3,12 56 150 116 176 78 178 127 66 69 28 108,SUCCESS,TASK1900,11.1
128,1,2020-01-09 00:00:00,3,192 69 174 27 33 147 191 26 173 150 62 38,SUCCESS,TASK2294,11.1
129,0,2020-01-09 00:00:00,5,47 62 22 143 29 192 174 177 76 31 139 17 157 144,FAIL,TASK2488,11.1
130,0,2020-01-09 00:00:00,1,10 24 63 187 51 106,FAIL,TASK2584,11.1
131,0,2020-01-09 00:00:00,4,155 174 106 97 31 89 8 30 118 105 45 159 29,FAIL,TASK2727,11.1
132,0,2020-01-09 00:00:00,3,41 37 54 144 175 100 21 51 60 162,FAIL,TASK3326,11.1
133,0,2020-01-09 00:00:00,2,16 8 48 83 38 45 14 146 18 152 115 74 151 87 61,SUCCESS,TASK3747,11.1
134,0,2020-01-09 00:00:00,2,14 92 9 167 35 122 145,FAIL,TASK3917,11.1
135,0,2020-01-09 00:00:00,1,105 148 144 27 1 34 3 138 80 35 143,FAIL,TASK3972,11.1
136,0,2020-01-09 00:00:00,4,162 194 80 40 126 172 182 111 116 151 152 83 128 117,FAIL,TASK4534,11.1
137,0,2020-01-09 00:00:00,3,117 85 42 65 160 114 136 113 71 130 105 127 19,FAIL,TASK5292,11.1
138,0,2020-01-09 00:00:00,5,106 108 89 129 197 93 96 145 51 24 12 107 130,FAIL,TASK5545,11.1
139,0,2020-01-09 00:00:00,3,33 181 88 53 185 108 103 109 51 54,SUCCESS,TASK6074,11.1
140,0,2020-01-09 00:00:00,1,14 6 69 7 13 102 107 140 137 176,SUCCESS,TASK640,11.1
141,0,2020-01-09 00:00:00,4,86 116 11 121 124 111 92 197 16 193 203,SUCCESS,TASK6642,11.1
142,0,2020-01-09 00:00:00,4,203 98 83 97 36 50 143 133 124 174 141 65 182 200 196,SUCCESS,TASK7059,11.1
143,1,2020-01-09 00:00:00,1,144 182 164 21 153 200,FAIL,TASK7327,11.1
144,0,2020-01-09 00:00:00,2,29 181 166 165 82 15 155 182 75,FAIL,TASK7523,11.1
145,0,2020-01-09 00:00:00,1,147 170 68 111 49 150 109 84,SUCCESS,TASK7575,11.1
146,1,2020-01-09 00:00:00,3,156 42 189 7 89 21 33 159 180 45 124 142,SUCCESS,TASK7879,11.1
147,0,2020-01-09 00:00:00,5,92 132 90 192 35 10 51 143 200 201 149,SUCCESS,TASK8215,11.1
148,0,2020-01-09 00:00:00,5,99 132 85 182 149 92 100 164 78 167 198 191 61 181 28 203,SUCCESS,TASK8302,11.1
149,0,2020-01-09 00:00:00,3,193 131 113 110 116 87 6 105 31 178 133 58 97 22 151,SUCCESS,TASK8437,11.1
150,0,2020-01-09 00:00:00,3,34 150 29 140 182 115 43 64 62 120 144 152 129 200 179 203,FAIL,TASK8651,11.1
151,0,2020-01-09 00:00:00,2,129 55 70 121 98 97 27 19 202 140 73 16,FAIL,TASK8670,11.1
152,1,2020-01-09 00:00:00,2,137 103 140 111 162 120 112 177 202 190 34 67 195,SUCCESS,TASK8742,11.1
153,0,2020-01-09 00:00:00,1,100 17 190 105 62 117 70 77 169 176,FAIL,TASK8970,11.1
154,0,2020-01-09 00:00:00,3,106 133 83,FAIL,TASK9581,11.1
155,0,2020-01-09 00:00:00,5,135 55 128 176 10 66 199 90 178 141 113 121 140,SUCCESS,TASK9625,11.1
156,1,2020-01-10 00:00:00,1,7 123 187 147 159 6 170 32 83 122 88,FAIL,TASK1449,6.3
157,0,2020-01-10 00:00:00,2,67 94 163 89 97 2 184 120 46 114 21,SUCCESS,TASK1506,6.3
158,0,2020-01-10 00:00:00,5,16 71 1 137 153 31 125 152 199 40 198 35,SUCCESS,TASK2229,6.3
159,0,2020-01-10 00:00:00,1,159 145 15 100 133 3 102 16 89 103 72 86 65 88,FAIL,TASK298,6.3
160,0,2020-01-10 00:00:00,4,105 95 1 193 3 62,SUCCESS,TASK3651,6.3
161,1,2020-01-10 00:00:00,3,21 51 44 119 105 103 114 10 45 89 148 191 158,SUCCESS,TASK3715,6.3
162,1,2020-01-10 00:00:00,1,107 91 77 159 44 46 168 157 76 149 131 201,SUCCESS,TASK4207,6.3
163,1,2020-01-10 00:00:00,5,199 99 0 58 157,FAIL,TASK4456,6.3
164,0,2020-01-10 00:00:00,1,98 138 125 44 177 83 28,FAIL,TASK4604,6.3
165,0,2020-01-10 00:00:00,5,27 202 52 68 6 140 145 160 94 24 2 49,FAIL,TASK5053,6.3
166,0,2020-01-10 00:00:00,5,148 125 117 26 14 177 150 37 100 197,SUCCESS,TASK519,6.3
167,1,2020-01-10 00:00:00,2,183 40 182 145 132 155 58 113 85 134 106 200 173 77 38,FAIL,TASK5843,6.3
168,0,2020-01-10 00:00:00,4,87 1 80 73,SUCCESS,TASK6055,6.3
169,0,2020-01-10 00:00:00,4,181 96 6 140 147 159 150,SUCCESS,TASK6310,6.3
170,0,2020-01-10 00:00:00,3,108 157 19 163 169 192 200,FAIL,TASK6625,6.3
171,0,2020-01-10 00:00:00,2,41 20 120 62 145 81,SUCCESS,TASK6999,6.3
172,0,2020-01-10 00:00:00,3,143 71 9 80 195 4 84 69 151 18,SUCCESS,TASK7462,6.3
173,0,2020-01-10 00:00:00,1,105 31 71 108 25 197 4 85 29 40 27,SUCCESS,TASK7485,6.3
174,1,2020-01-10 00:00:00,3,54 16 202 186 73 148 183 36 151 136 63 31,SUCCESS,TASK7869,6.3
175,0,2020-01-10 00:00:00,2,185 100 147 55 166 172 72 120,FAIL,TASK795,6.3
176,0,2020-01-10 00:00:00,4,132 101 129 173 49,SUCCESS,TASK855,6.3
177,1,2020-01-10 00:00:00,5,111 119 67 165 158 61,SUCCESS,TASK8642,6.3
178,1,2020-01-10 00:00:00,5,74 4 125 56 147 198 98 161 15 110 190 107 134 83 3,SUCCESS,TASK8735,6.3
179,0,2020-01-10 00:00:00,1,100 31 44 37 150 187 0 7 132 51,FAIL,TASK8748,6.3
180,0,2020-01-10 00:00:00,5,6 48 45 135 156 19 164,SUCCESS,TASK915,6.3
181,0,2020-01-10 00:00:00,4,175 3 112 41 61 196 163 25 63 83,SUCCESS,TASK9196,6.3
182,0,2020-01-10 00:00:00,2,87 32 72 202 48 50 101 107,FAIL,TASK9299,6.3
183,0,2020-01-10 00:00:00,3,57 11 30 19 105 16 198 127 90,FAIL,TASK9372,6.3
184,0,2020-01-10 00:00:00,4,84 72 38 166 186 201 3,SUCCESS,TASK9501,6.3
185,0,2020-01-10 00:00:00,1,51 54 87 44 117 1 43 98 181 120 135 18 77,FAIL,TASK9578,6.3
186,1,2020-01-10 00:00:00,1,55 179 43 48 79 152 180 192 198,FAIL,TASK9665,6.3
187,0,2020-01-10 00:00:00,4,96 160 116 54 106 40 203,FAIL,TASK968,6.3
188,0,2020-01-10 00:00:00,3,90 151 120 193 154 4 159 127,FAIL,TASK993,6.3
189,0,2020-01-11 00:00:00,1,78 181 74 57 122 40,FAIL,TASK1230,9.3
190,0,2020-01-11 00:00:00,1,53 113 106 93 161 172 36 0 58 62 168 159 146,SUCCESS,TASK145,9.3
191,0,2020-01-11 00:00:00,1,12 45 146 199,SUCCESS,TASK1626,9.3
192,0,2020-01-11 00:00:00,3,130 24 70 45 109 41 6 28,SUCCESS,TASK1888,9.3
193,0,2020-01-11 00:00:00,5,18 203 165 114 60 38 194,SUCCESS,TASK2125,9.3
194,1,2020-01-11 00:00:00,2,74 93 17 202 163 0 30 107,FAIL,TASK2434,9.3
195,0,2020-01-11 00:00:00,5,139 75 189 69,FAIL,TASK2486,9.3
196,1,2020-01-11 00:00:00,4,29 106 118 197 56 23 203 123 35 92 202,SUCCESS,TASK2488,9.3
197,0,2020-01-11 00:00:00,1,176 173 24 60 77 201 103 148 187 114 39 73 55,FAIL,TASK2843,9.3
198,1,2020-01-11 00:00:00,3,68 135 160 109 94 101 64 165 20 203,FAIL,TASK2930,9.3
199,1,2020-01-11 00:00:00,2,38 158 151 25 42 12 92 36 22 69 13,SUCCESS,TASK298,9.3
200,1,2020-01-11 00:00:00,3,61 168 29 4 108 125 99 15 128 120 67 154,FAIL,TASK3192,9.3
201,0,2020-01-11 00:00:00,5,187 66 164 100 60 44 122 88,FAIL,TASK3212,9.3
202,0,2020-01-11 00:00:00,5,200 173 156 103 184 159,FAIL,TASK3468,9.3
203,0,2020-01-11 00:00:00,1,148 49 147 100 47 90 67 56 133 162 189 54 121,FAIL,TASK3607,9.3
204,0,2020-01-11 00:00:00,3,156 121 59 109 104 200,FAIL,TASK3819,9.3
205,0,2020-01-11 00:00:00,2,2 108 47 147,FAIL,TASK3859,9.3
206,1,2020-01-11 00:00:00,4,20 96 26 192 134 147 108 182 11 87 101 140 127 203,FAIL,TASK412,9.3
207,0,2020-01-11 00:00:00,4,185 68 128 182 151 129 82 168 2 81 59 53 169 162,SUCCESS,TASK4600,9.3
208,0,2020-01-11 00:00:00,1,133 39 164 168 10 92 20 128 148 114 145 52 118 186,FAIL,TASK465,9.3
209,0,2020-01-11 00:00:00,3,81 181 136 163 125,SUCCESS,TASK497,9.3
210,0,2020-01-11 00:00:00,3,135 0 100 98 12,SUCCESS,TASK5549,9.3
211,0,2020-01-11 00:00:00,2,86 98 54 189 36 57 21 22 52 20,SUCCESS,TASK614,9.3
212,0,2020-01-11 00:00:00,4,134 48 179 123 30,SUCCESS,TASK6317,9.3
213,1,2020-01-11 00:00:00,1,110 55 54 33 44 15 187 122 94 115 100 67 202,SUCCESS,TASK6438,9.3
214,1,2020-01-11 00:00:00,5,39 47 162 165 127 184 144 195 24 114 106 92 176,SUCCESS,TASK6659,9.3
215,1,2020-01-11 00:00:00,4,66 184 145 193 53 160 106 98 50 88 65 37 111,SUCCESS,TASK6896,9.3
216,0,2020-01-11 00:00:00,4,38 50 132 17 119 166 9 39 158 203,SUCCESS,TASK7309,9.3
217,0,2020-01-11 00:00:00,5,198 159 119 142 57 139 127 183 174 91 54,FAIL,TASK7981,9.3
218,0,2020-01-11 00:00:00,2,195 87 53 201 23 191 72 38 82 182,FAIL,TASK8045,9.3
219,0,2020-01-11 00:00:00,4,193 107 23 64 144,FAIL,TASK8390,9.3
220,0,2020-01-11 00:00:00,4,118 125 173 180 19 59 70 191 100 38,FAIL,TASK8628,9.3
221,1,2020-01-11 00:00:00,1,171 6 96 202 111 20 44,FAIL,TASK8970,9.3
222,0,2020-01-11 00:00:00,1,46 104 175,FAIL,TASK8983,9.3
223,0,2020-01-12 00:00:00,2,65 195 33 19 110 142 86,FAIL,TASK1077,9.4
224,0,2020-01-12 00:00:00,4,77 170 25 78 203 53 194 96 59 128 48,SUCCESS,TASK1186,9.4
225,1,2020-01-12 00:00:00,5,161 162 30 156 17 29 25 3,SUCCESS,TASK1230,9.4
226,2,2020-01-12 00:00:00,3,72 157 44 92 70 196 122 40,FAIL,TASK1449,9.4
227,0,2020-01-12 00:00:00,2,131 57 152 85 43 104 18 36 182 195 124 96,SUCCESS,TASK1836,9.4
228,0,2020-01-12 00:00:00,2,28 43 39 122 96 149 121 38 65 186 75 89 133 137,FAIL,TASK2139,9.4
229,0,2020-01-12 00:00:00,2,193 181 15 48 79 203,FAIL,TASK2712,9.4
230,2,2020-01-12 00:00:00,5,50 189 115 131 66 1 94 193 53,FAIL,TASK2871,9.4
231,0,2020-01-12 00:00:00,2,91 114 88 125 80 102 185 117 18 190 143 138 24 179,SUCCESS,TASK2891,9.4
232,0,2020-01-12 00:00:00,3,61 154 1 88 130 38 201 110 94 30,SUCCESS,TASK315,9.4
233,2,2020-01-12 00:00:00,5,78 18 199 97 200 147 24 117 42 39 90 180,SUCCESS,TASK3192,9.4
234,1,2020-01-12 00:00:00,2,106 153 119 108 50 89 203 131 24 48 51 9 95,SUCCESS,TASK3326,9.4
235,0,2020-01-12 00:00:00,3,174 101 48 112 202 66 151 173,FAIL,TASK3405,9.4
236,0,2020-01-12 00:00:00,5,148 48 150 14 119 63 102 45 164 37 169 79,SUCCESS,TASK3630,9.4
237,0,2020-01-12 00:00:00,1,101 199 17 46 113 65,FAIL,TASK3797,9.4
238,1,2020-01-12 00:00:00,4,202 55 155 89 58 190 2 8 94 176 170,SUCCESS,TASK3972,9.4
239,0,2020-01-12 00:00:00,4,94 179 113 137 157 103,FAIL,TASK4032,9.4
240,0,2020-01-12 00:00:00,4,149 12 143 42,FAIL,TASK4510,9.4
241,1,2020-01-12 00:00:00,3,108 81 134 19 42 135 187 129,FAIL,TASK4534,9.4
242,0,2020-01-12 00:00:00,2,167 124 189 136 162 155 50 84 32 24 187 172,FAIL,TASK4976,9.4
243,0,2020-01-12 00:00:00,5,8 67 198 52 20 4 46 72 83 174 13 118,SUCCESS,TASK5003,9.4
244,0,2020-01-12 00:00:00,1,39 75 4 162 183 113 12 194 163 109 169 20 203,FAIL,TASK5087,9.4
245,0,2020-01-12 00:00:00,3,6 203 185 77 91 7 155 193 128,SUCCESS,TASK5262,9.4
246,1,2020-01-12 00:00:00,3,131 58 46 24 75 74 23 193 152 94,SUCCESS,TASK5380,9.4
247,1,2020-01-12 00:00:00,3,20 169 16 86 160 71 164 111 146 54 92 3 87,FAIL,TASK5713,9.4
248,0,2020-01-12 00:00:00,2,80 117 74 24 124 113 29 43 39,FAIL,TASK6101,9.4
249,0,2020-01-12 00:00:00,3,68 59 131 96 30,FAIL,TASK6418,9.4
250,0,2020-01-12 00:00:00,2,86 115 152 182 92 64 157 126 51 32 28 85,SUCCESS,TASK6562,9.4
251,0,2020-01-12 00:00:00,3,89 152 11 200 53 20,FAIL,TASK6869,9.4
252,1,2020-01-12 00:00:00,5,130 141 75 27 82 149 79,SUCCESS,TASK6928,9.4
253,0,2020-01-12 00:00:00,4,163 29 138 97 101 166 128 16 36 104 57,FAIL,TASK7070,9.4
254,0,2020-01-12 00:00:00,1,122 25 151 100 9 103,SUCCESS,TASK7142,9.4
255,0,2020-01-12 00:00:00,5,105 135 182 199 48 69 46 42 81 74 24 134 34,SUCCESS,TASK733,9.4
256,0,2020-01-12 00:00:00,1,100 115 164 82 71 156 132 158 70 125 139 79 152 121,FAIL,TASK7340,9.4
257,0,2020-01-12 00:00:00,3,191 131 166 99,FAIL,TASK7465,9.4
258,0,2020-01-12 00:00:00,4,100 200 67 75 171 35 4 153 25,FAIL,TASK7787,9.4
259,0,2020-01-12 00:00:00,1,79 104 64 199 18 84 109 80 39 61 201 99 105 122,FAIL,TASK7896,9.4
260,0,2020-01-12 00:00:00,5,67 198 87 138 26 98,SUCCESS,TASK7919,9.4
261,0,2020-01-12 00:00:00,1,182 136 95 9 133 115 134 3 132 79 34 125 201 75 114 200,FAIL,TASK7923,9.4
